CONTRACT_INFO_DATE,CONTRACT_INFO_AMOUNT/RENT,ID,PROPERTY_CATEGORY,PREFECTURE,CITY,NEAREST_TRAIN_LINE,NEAREST_STATION,DISTANCE_TO_NEAREST_STATION_ON_FOOT,AMOUNT/RENT,DATE_OF_CONSTRUCTION,OCCUPATION_AREA,TOTAL_NUMBER_OF_UNITS,CONSTRUCTION,NUMBER_OF_ROOMS,SIZE_OF_LOT,SIZE_OF_LOT_MEASUREMENT_METHOD,LAND_CATEGORY,CITY_PLANNING_AREA,USE_DISTRICT,LAND_OWNERSHIP,PRIVATE_ROAD,SETBACK,NUMBER_OF_CONNECTED_ROADS,STRONG_POINTS,WATER_SUPPLY,GUS_SUPPLY,DRAINAGE,PLACE_OF_WASHER,BATH,BATH_NOTE,TOILET,TOILET_NOTE,STOVE_HEATING_SYSTEM,GARDEN,PARKING,BICYCLE_PARKING,DISTANCE_TO_ELEMENTARY_SCHOOL,DISTANCE_TO_JUNIOR_HIGH_SCHOOL,DISTANCE_TO_COMBINIENCE_STORE,DISTANCE_TO_SUPERMARKET,DISTANCE_TO_DRUG_STORE,DISTANCE_TO_HOSPITAL,DISTANCE_TO_PLAYGROUND,DISTANCE_TO_BANK,FLOOR_AREA_RATIO,BUILDING_COVERAGE_RATIO,FARMLAND,RETAIL_PREMISES,LOCAL_GOVERNMENT_PREFECTURE,LOCAL_GOVERNMENT_CITY
,,9007145,売買居住用,新潟県,上越市,妙高はねうまライン,二本木,4400m,5000000,1970/1/1,176.36,,木造,8,739.67,,,都市計画区域外,,所有権,無,無,,,公営,その他,下水,,,,,,,,,,3700,4000,,2200,,,,,,,無,無,新潟県,上越市
,,9007150,売買居住用,大分県,豊後大野市,JR豊肥本線,緒方,6分,1500000,1972/5/1,90,1,指定なし,3,,,,,,,無,無,,スーパーや市民病院が近い２階建てのおうち,公営,プロパン,下水,室内,専用,,専用,,ガス,,無,,100,1700,350,50,100,300,,100,,,無,無,大分県,豊後大野市
,,9007151,売買居住用,秋田県,秋田市,JR羽越本線,羽後牛島,,14800000,1988/12/1,139.94,,木造,6,214.5,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,2,南西の角地で日当たり良好な車庫付き２階建て住宅です。（駐車場もあり）。,公営,プロパン,下水,,,,,,ガス,,空き有,,300,600,,1000,,2100,,,80,50,無,無,秋田県,秋田市
,,9007152,売買居住用,秋田県,秋田市,JR奥羽本線,秋田,3800m,37800000,2018/9/1,123.44,,軽量鉄骨造,3,,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,,新築後約３年で、桜台中央公園に隣接し、桜小学校まで約０．９キロメートル、桜中学校まで約０．７キロメートルの便利のいい住宅です。,公営,,下水,,,,専用,,IH,,,,900,700,,1400,,3800,,,80,50,無,無,秋田県,秋田市
,,9007193,売買居住用,山口県,萩市,,,1分,4000000,1931/1/1,149.41,,木造,11,497.25,,宅地,,,所有権,無,無,,"敷地も広く、大きな農家住宅。
経年劣化により、和室の畳、床のフローリングに沈みが見られる。特に、一部の畳の落ち込み、障子硝子の建付け不具合が見られる。2階の部屋は天高が180㎝程度である。",公営,プロパン,下水,,専用,電気,専用,水洗/洋式,ガス,,空き有,,84,2700,,,,,,,,,無,無,山口県,萩市
,,9007227,売買居住用,三重県,伊勢市,,,,1200000,1959/1/1,63.57,,木造,,109.08,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,三重県,伊勢市
02/22/25,50000,9007258,賃貸事業用,岡山県,浅口市,JR山陽本線,金光,17分,60000,1984/4/1,138.82,,木造,,547,,田,非線引区域,,,無,無,,工場内、板張り。塾や稽古場としての利用も可能です。,,プロパン,,,,,専用,トイレ汲み取りから水洗トイレへ変更可能（貸主負担）,,,空き有,,1430,1340,,,,,,,200,60,無,無,岡山県,浅口市
,,9007268,賃貸居住用,高知県,室戸市,土佐くろしおごめん・なはり線,奈半利,160m,30000,1974/1/1,90.45,1,指定なし,5,,,,,,,無,無,,"改修済・移住者限定
※ごみ当番や常会費（自治会費）が発生することがあります",,,,,,,,,,,,,372,842,,95,,15700,,,,,無,無,高知県,室戸市
,,9007305,売買居住用,兵庫県,養父市,,,,1000000,1987/1/1,144.09,1,木造,7,238.01,,,,,,無,無,,,公営,,下水,,専用,,専用,,,,,,900,1000,,1800,,2200,,,,,無,無,兵庫県,養父市
04/20/25,3980000,9007313,売買居住用,青森県,上北郡七戸町,JR東北新幹線,七戸十和田,,4980000,1977/1/1,128.26,1,木造,6,189.2,,,,,,無,無,,,公営,プロパン,,有,専用,,専用,水洗,ガス,,空き有,有り,2300,2800,2200,1200,2000,2000,1400,1400,,,無,無,青森県,上北郡七戸町
,,9007318,売買居住用,大分県,大分市,,,3分,6000000,1985/9/1,81.14,,木造,4,237.95,公簿,宅地,市街化調整区域,,所有権,無,無,,,公営,プロパン,,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9007363,売買居住用,兵庫県,高砂市,JR山陽本線,宝殿,1700m,5000000,1987/10/1,,,木造,,103.78,,,,,,無,無,,,公営,プロパン,下水,,専用,,専用,,,,空き有,,2600,3100,1400,1300,,3800,,,,,無,無,兵庫県,高砂市
,,9007374,売買居住用,大分県,大分市,JR日豊本線,幸崎,84分,3800000,1976/2/1,89.06,,木造,4,332.98,公簿,宅地,都市計画区域外,,所有権,無,無,,,,プロパン,汲み取り式,,,,,,,,,,,,,,,,,,,,無,無,大分県,大分市
01/22/25,,9007390,売買居住用,佐賀県,東松浦郡玄海町,,,,2000000,1971/1/1,60.92,1,木造,5,141.73,,,,,,無,無,,"・中の荷物整理済み
・賃貸の場合は月2万円（別途管理費等の手数料が必要となる場合あり。応相談）",公営,プロパン,下水,,,,,,,,,,2400,2400,2900,2200,14500,16800,1300,4100,,,無,無,佐賀県,東松浦郡玄海町
,,9007402,売買居住用,秋田県,秋田市,JR奥羽本線,和田,700m,2500000,1968/3/1,218.81,,木造,7,1399.33,公簿,宅地,市街化区域,第一種住居地域,所有権,無,無,,和田駅まで約７００ｍ、スーパーまで約３００ｍ、保育所まで約３００ｍ、河辺市民センターまで約４００ｍで、静かな環境の２階建て住宅です。,,プロパン,下水,室内,専用,,専用,,ガス,有り,,,2400,600,,300,,5500,,,200,60,有,無,秋田県,秋田市
,,9007417,売買土地,山形県,鶴岡市,,,,2800000,,,,指定なし,,188,,宅地,市街化区域,第二種中高層住居専用地域,,無,無,,,,,,,,,,,,,,,,,,,,,,,200,60,無,無,山形県,鶴岡市
,,9007418,売買土地,山形県,鶴岡市,,,,1100000,,,,指定なし,,80.73,,,,,,無,無,,"お手頃価格！畑や駐車場用地にオススメ。
建物は売主負担にて、解体撤去後引き渡し。",,,,,,,,,,,,,,,,,,,,,300,80,無,無,山形県,鶴岡市
,,9007419,売買土地,山形県,鶴岡市,,,,1128000,,,,指定なし,,75.47,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,200,60,無,無,山形県,鶴岡市
,,9007420,売買居住用,山形県,鶴岡市,,,,3980000,,,,指定なし,6,,,,,,,無,無,,"ヤマザワの近隣に中古住宅が出ました　
車は車庫物置があり２台分駐車可能です　
和室が中心の間取りとなっておりますが比較的のどかな場所をお探しの方はご検討下さい 
LPガス上下水道引込済",,,,,,,,,,,空き有,,,,,,,,,,200,60,無,無,山形県,鶴岡市
,,9007421,売買居住用,山形県,鶴岡市,,,,300000,1965/1/1,52.89,,木造,,198.3,,宅地,市街化区域,第一種住居地域,,無,無,10,,,,,,,,,,,,,,,,,,,,,,200,60,無,無,山形県,鶴岡市
10/20/25,7500000,9007443,売買土地,大阪府,高槻市,,,,5190000,,,,指定なし,,571.73,実測,宅地,市街化区域,,所有権,無,無,,,,,,,,,,,,,,,200,12300,,,,,,150,,,無,無,大阪府,高槻市
10/20/25,7500000,9007444,売買土地,大阪府,高槻市,,,,4670000,,,,指定なし,,514.22,実測,宅地,市街化調整区域,,,無,無,,,,,,,,,,,,,,,200,12300,,,,,,150,,,無,無,大阪府,高槻市
,,9007481,売買土地,山形県,酒田市,JR羽越本線,酒田,22分,27100000,,,,指定なし,,1354.62,実測,宅地,市街化区域,第一種中高層住居専用地域,,無,無,,,,,,,,,,,,,,,,,,,,,,,200,60,無,無,宮城県,
,,9007485,売買居住用,三重県,伊勢市,,,,10000000,1912/1/1,115.93,,木造,,1945.19,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,三重県,伊勢市
,,9007486,賃貸居住用,三重県,伊勢市,,,,,1912/1/1,115.93,,木造,,,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,三重県,伊勢市
,,9007490,売買居住用,大分県,大分市,,,7分,6000000,1967/12/1,123.78,,木造,7,342.81,公簿,宅地,市街化調整区域,,所有権,無,無,,,公営,プロパン,浄化槽,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9007502,売買土地,岩手県,盛岡市,いわて銀河鉄道,青山,12分,7330000,,,,指定なし,,317.59,実測,宅地,市街化区域,準工業地域,,無,無,,,,,,,,,,,,,,,,,,,,,,,200,60,無,無,宮城県,
,,9007503,売買土地,青森県,東津軽郡外ヶ浜町,JR津軽線,三厩,8分,84000,,,,指定なし,,307.6,実測,宅地,都市計画区域外,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,宮城県,
,,9007504,売買土地,青森県,青森市,JR奥羽本線,青森,18分,127000000,,,,指定なし,,1724.33,実測,宅地,市街化区域,商業地域,,無,無,,,,,,,,,,,,,,,,,,,,,,,400,80,無,無,宮城県,
,,9007528,売買居住用,高知県,吾川郡いの町,とさでん交通伊野線,伊野,10分,1700000,1976/1/1,100.91,,木造,5,234.62,,宅地,市街化調整区域,,,無,無,,,,プロパン,,,,使用不可,,使用不可,,,無,,750,1300,750,1100,,1300,,,,34,無,無,高知県,吾川郡いの町
,,9007535,売買居住用,大分県,大分市,JR日豊本線,大分,18分,21300000,1996/5/1,112.64,,木造,3,163.98,公簿,宅地,市街化区域,第一種中高層住居専用地域,所有権,無,無,,,公営,プロパン,下水,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9007582,売買土地,大分県,大分市,,,3分,12760000,,,,指定なし,,210.87,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,,,,,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9007583,売買居住用,大分県,大分市,,,5分,22800000,2014/11/1,89.78,,木造,3,122,公簿,宅地,市街化区域,第一種中高層住居専用地域,所有権,無,無,1,,公営,,下水,,,,,,IH,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9007584,売買居住用,大分県,大分市,JR日豊本線,鶴崎,43分,16500000,1991/1/1,112.08,,木造,3,188.86,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,2,,,プロパン,,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
11/21/25,4700000,9007627,売買土地,岡山県,浅口市,JR山陽本線,鴨方,26分,4700000,,,,指定なし,,815.31,公簿,宅地,非線引区域,,所有権,無,無,2,,,,,,,,,,,,,,1366,5000,,,,,,,200,60,有,無,岡山県,浅口市
,,9007648,賃貸事業用,兵庫県,高砂市,山陽電鉄本線,山陽曽根,20m,90000,1990/1/1,70.79,,SRC(鉄骨鉄筋コンクリート),,105.73,,,,,,無,無,,,公営,プロパン,下水,,,,,,,,空き有,,50,,,,,,,,,,無,無,兵庫県,高砂市
,,9007672,売買居住用,秋田県,秋田市,JR奥羽本線,秋田,3300m,8760000,1988/9/1,152.09,,木造,5,271.37,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,"高台で、公園向かいの静かな環境で、屋根が銅板葺きの
２階建て５ＬＤＫ住宅です。",公営,都市ガス,下水,,,,専用,,ガス,,,,500,1800,,2100,,2400,,,60,40,無,無,秋田県,秋田市
,,9007745,売買居住用,富山県,下新川郡入善町,,,,9980000,1986/1/1,302.69,,鉄骨造,6,177.49,,,非線引区域,商業地域,,無,無,,"冷暖房完備、IHクッキングヒーター、1階は店舗（部屋あり）
賃貸も可　希望賃貸価格：110,000円/月",,,下水,,,,,,,,近隣,,800,1000,300,1000,,400,,,400,80,無,無,富山県,下新川郡入善町
,,9007755,売買居住用,秋田県,秋田市,JR奥羽本線,四ツ小屋,2500m,19800000,1993/1/1,125.03,,木造,3,269.66,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,大型ショッピングセンターが近く（約５００ｍ）買物が便利です。小学校まで徒歩５分以内でお子様の通学も安心です。,公営,都市ガス,下水,,専用,,専用,,,,,,300,900,,500,,5000,,,80,50,無,無,秋田県,秋田市
,,9007763,売買居住用,大分県,大分市,JR日豊本線,坂ノ市,78分,19800000,,105.78,,木造,9,525.61,公簿,宅地,市街化調整区域,,所有権,無,無,,,公営,プロパン,浄化槽,,,,,,,,,,,,,,,,,,200,60,有,無,大分県,大分市
,,9007806,賃貸居住用,大分県,大分市,,,2分,68000,1982/6/1,109.79,,木造,5,,,,,,,無,無,,,公営,,浄化槽,,,,,,,,,,,,,,,,,,,,無,無,大分県,大分市
,,9007836,売買居住用,大分県,大分市,JR日豊本線,鶴崎,36分,9800000,1990/10/1,114.27,,木造,4,203.81,公簿,宅地,市街化区域,第一種中高層住居専用地域,所有権,有,無,1,,公営,プロパン,浄化槽,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9007871,売買居住用,大分県,大分市,JR日豊本線,幸崎,4900m,5000000,1975/11/1,101.01,,木造,5,3339.73,公簿,宅地,都市計画区域外,,所有権,無,無,,,,,浄化槽,,,,,,,,,,,,,,,,,,,,無,無,大分県,大分市
,,9007873,売買居住用,兵庫県,高砂市,JR山陽本線,曽根,,8000000,,,,木造,,296.82,,,,,,無,無,,隣接の畑、納屋、蔵有り。畑は全部で100坪以上あり、茶園やガーデニングに最適。,公営,プロパン,汲み取り式,,専用,,専用,,,,近隣,,2200,2500,500,1800,,2000,,,,,無,無,兵庫県,高砂市
,,9007905,売買居住用,秋田県,大仙市,,,,6000000,2002/7/1,94.4,,木造,3,498.64,公簿,,,,,無,無,,"農地付き物件ですが、農業をされない方への売却も対応します。
家具家電付きの現状引き渡しとなります。
詳細はお気軽にお問い合わせください。",公営,プロパン,浄化槽,有,専用,,専用,,,有り,空き有,,3100,3300,3400,3100,,,,,,,有,無,秋田県,大仙市
,,9007912,売買居住用,大分県,大分市,,,2分,17800000,1982/1/1,91,,軽量鉄骨造,4,225.44,公簿,宅地,市街化調整区域,,所有権,無,無,1,,公営,,浄化槽,,,,,,IH,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9007922,売買居住用,兵庫県,養父市,,,,4800000,1994/1/1,100.9,,指定なし,3,265.87,,宅地,,,,無,無,,日当たり良好！ガレージ付きの平屋物件。庭付き、周りは緑に囲まれ、散策などが楽しめます。,公営,プロパン,下水,室内,専用,,専用,,ガス,有り,空き有,,2300,7800,,6100,,7200,,,,,無,無,兵庫県,養父市
,,9007936,売買居住用,秋田県,秋田市,JR奥羽本線,秋田,11500m,6800000,,204.02,,木造,7,,公簿,宅地,市街化調整区域,,所有権,無,無,,秋田市太平にある古民家風の住宅、約１０年前に水回りを中心にリフォーム済み、車庫を兼ねた物置及び土蔵があります。,,,,,,,,,,,,,2700,1900,,9500,,9400,,,200,70,無,無,秋田県,秋田市
,,9007955,売買居住用,大分県,大分市,JR久大本線,豊後国分,36分,15980000,1974/12/1,64.98,,木造,2,194.94,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,2,,公営,,下水,,,,,,IH,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9008007,売買居住用,大分県,大分市,,,15m,7000000,1981/1/1,53.01,,木造,3,535,公簿,田,市街化調整区域,,所有権,無,無,1,,,,,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9008031,売買居住用,大分県,大分市,JR日豊本線,鶴崎,34分,14000000,1971/11/1,90.39,,木造,4,,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,大分県,大分市
,,9008081,売買居住用,秋田県,秋田市,JR奥羽本線,四ツ小屋,3200m,31880000,2018/3/1,137.14,,軽量鉄骨造,3,250.07,公簿,宅地,市街化区域,第二種住居地域,所有権,無,無,3,御所野堤台一丁目の３ＬＤＫ、長期優良住宅です。,公営,,下水,室内,専用,,専用,,電気,,,,1000,1900,,400,,2800,,,200,60,無,無,秋田県,秋田市
,,9008092,賃貸居住用,大分県,大分市,,,4分,60000,1979/5/1,99.47,,木造,4,,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,大分県,大分市
,,9008093,売買居住用,大分県,大分市,JR日豊本線,鶴崎,28分,12000000,1992/10/1,125.86,,軽量鉄骨造,5,216.87,公簿,宅地,市街化区域,準工業地域,所有権,無,無,1,,公営,プロパン,,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9008102,売買居住用,三重県,伊勢市,,,,3000000,1968/1/1,113.81,,木造,,249.42,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,三重県,伊勢市
,,9008128,売買居住用,秋田県,秋田市,JR奥羽本線,秋田,2100m,4000000,1969/7/1,98.24,,木造,6,164.73,公簿,宅地,市街化区域,第一種住居地域,所有権,無,有,1,楢山太田町の住宅街にある６ＤＫの住宅です,公営,都市ガス,汲み取り式,,専用,,専用,,ガス,,,,1200,1100,,1400,,2000,,,200,60,無,無,秋田県,秋田市
,,9008139,売買居住用,秋田県,大仙市,JR田沢湖線,羽後長野,11000m,1000000,1984/1/1,99.14,,木造,3,780.51,公簿,,,,所有権,無,無,,奥羽山脈の豊かな自然に囲まれた一軒家です。庭の花壇で山野草を見たり、畑で家庭菜園を始めることもできます。冷暖房機も付いています（その他家具家電は撤去予定）ので、詳しくはお問い合わせください。,井戸,プロパン,汲み取り式,有,専用,,専用,,ガス,,空き有,,1800,3400,3500,3800,,,,,,,有,無,秋田県,大仙市
07/21/25,50000,9008149,賃貸居住用,岡山県,浅口市,JR山陽本線,鴨方,31分,50000,1964/1/1,89.46,,木造,4,,,,,,,無,無,,,,プロパン,,,,,専用,,,有り,空き有,,1690,3580,,,,,,,,,無,無,岡山県,浅口市
07/21/25,5630000,9008150,売買土地,岡山県,浅口市,JR山陽本線,鴨方,950m,18500000,,,,指定なし,,1861.25,公簿,宅地,非線引区域,,,無,無,,,,,,,,,,,,,,,,,,,,,,,200,60,無,無,岡山県,浅口市
05/21/25,2500000,9008151,売買居住用,岡山県,浅口市,JR山陽本線,里庄,3分,2700000,1996/9/1,70.92,,木造,3,117.2,公簿,宅地,都市計画区域外,,所有権,無,無,,縁側があり、のんびりとした環境で過ごせます。生活に便利な好立地です。,公営,プロパン,下水,,専用,,専用,,,,無,,,,,,,,,,,,無,無,岡山県,浅口市
08/21/25,2800000,9008152,売買居住用,岡山県,浅口市,JR山陽本線,里庄,,2800000,1975/1/1,94.85,,木造,6,,公簿,宅地,都市計画区域外,,,無,無,,,公営,プロパン,下水,,,,,,,,近隣,,900,900,800,600,,8800,,,,,有,無,岡山県,浅口市
,,9008174,売買居住用,兵庫県,高砂市,山陽電鉄本線,高砂,500m,8800000,1963/1/1,,,木造,,185.12,,,,,,無,無,,本不動産に残債はなく、単独所有である。建物正面は幅5m弱の道路に接しており、東側にも幅1m弱の道が通る。元店舗は軽量鉄骨構造であり、阪神大震災の時も3階まで被害はなかった。,公営,都市ガス,下水,,専用,,専用,,,,無,,600,600,500,1900,,400,,,,,無,無,兵庫県,高砂市
,,9008177,売買居住用,大分県,大分市,JR日豊本線,坂ノ市,13分,13800000,1992/10/1,178.74,,木造,7,258.99,公簿,宅地,市街化区域,第二種住居地域,所有権,無,無,,,公営,,浄化槽,,,,,,IH,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9008188,売買居住用,新潟県,上越市,妙高はねうまライン,高田,1800m,8000000,1975/11/1,146.63,,木造,6,231.37,,,,,,無,無,,,公営,都市ガス,下水,,,,,,,,,,,,,,,,,,,,無,無,新潟県,上越市
,,9008195,売買土地,宮崎県,児湯郡木城町,,,,7616000,,,,指定なし,,629.43,,宅地,都市計画区域外,,,無,無,,"629.43㎡という広々とした土地です。
登記代等は現在の所有者負担なので、購入希望者にはオススメです！",,,,,,,,,,,,,,,,,,,,,,,無,無,宮崎県,児湯郡木城町
,,9008197,売買居住用,秋田県,大仙市,JR田沢湖線,羽後長野,400m,2000000,1967/1/1,404.47,,木造,8,331.23,公簿,宅地,,,所有権,無,無,,"以前は１階を店舗として活用していました。
個室が多く、物置のスペースもありますので、家族で住むのもおすすめです。
家具家電付きの現状引き渡しとなります。",井戸,プロパン,,有,専用,,専用,,ガス,,無,,1300,1000,450,650,,,,,,,無,有,秋田県,大仙市
,,9008216,売買居住用,大分県,大分市,,,4分,22500000,2000/5/1,142.59,,木造,5,230.06,公簿,宅地,市街化調整区域,,所有権,無,無,1,,公営,,下水,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9008227,売買居住用,大分県,大分市,JR久大本線,向之原,41分,19980000,1982/2/1,95.62,,軽量鉄骨造,3,233.23,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,,公営,,下水,,,,,,IH,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9008228,売買居住用,大分県,大分市,JR豊肥本線,大分大学前,41分,22500000,1977/12/1,93.56,,木造,4,176.8,公簿,宅地,市街化区域,第一種住居地域,所有権,無,無,1,,公営,,下水,,,,,,IH,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9008229,売買居住用,大分県,大分市,JR久大本線,南大分,12分,22800000,1989/5/1,153.42,,木造,3,200.04,公簿,宅地,市街化区域,近隣商業地域,所有権,無,無,1,,,,,,,,,,,,,,,,,,,,,,200,80,無,無,大分県,大分市
03/21/25,7000000,9008240,売買居住用,山形県,山形市,,,,7000000,1979/7/1,146.52,,木造,6,394.47,,宅地,市街化調整区域,,,無,無,,畑付きです。,公営,,下水,,専用,,専用,,IH,有り,空き有,,,,,,,,,,200,70,有,無,山形県,山形市
,,9008273,売買居住用,大分県,速見郡日出町,,,,16800000,2006/5/1,53.69,,木造,2,294,,,,,,無,無,,閑静な住宅地にあります、木造平屋建ての物件です。内観・外観ともにとても綺麗な状態であり、即入居も可能と思われます。中心市街地からも近く、生活利便性も良いです。,,,,,,,,,,,,,,,,,,,,,,,無,無,大分県,速見郡日出町
,,9008284,売買居住用,三重県,松阪市,,,,4800000,1978/1/1,97.62,,指定なし,,251.96,,,,,,無,無,,"近鉄伊勢中川駅まで 18.5 ㎞、嬉野宇気郷出張所（松阪市役所） 0.2 ㎞
原木椎茸栽培用の資材設備あり。
田、畑、茶畑、山林あり。",,,,,,,,,,,,,,,,,,,,,,,有,無,三重県,松阪市
,,9008285,賃貸居住用,三重県,松阪市,,,,28000,1978/1/1,97.62,,指定なし,,,,,,,,無,無,,"近鉄伊勢中川駅まで 18.5 ㎞
原木椎茸栽培用の資材設備あり。
田、畑、茶畑、山林あり。",,,,,,,,,,,,,,,,,,,,,,,有,無,三重県,松阪市
,,9008290,売買土地,佐賀県,唐津市,,,7分,2300000,,,,指定なし,,3198.84,,宅地,都市計画区域外,,,無,無,,,,,,,,,,,,,,,2000,2000,,800,,,,,,,有,無,佐賀県,唐津市
,,9008300,売買居住用,大分県,大分市,JR久大本線,豊後国分,34分,8000000,1984/5/1,92.95,,木造,4,692.69,公簿,宅地,市街化調整区域,,所有権,無,無,1,,公営,プロパン,,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9008301,売買居住用,大分県,大分市,JR久大本線,豊後国分,1700m,6000000,1972/11/1,111.23,,木造,7,279.75,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,,公営,,下水,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9008304,売買居住用,三重県,伊勢市,,,,500000,1968/1/1,107.48,,木造,,79.33,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,三重県,伊勢市
,,9008326,賃貸居住用,大分県,大分市,,,3分,65000,1980/9/1,72.32,,木造,4,,,,,,,無,無,,,,プロパン,,,,,,,,,,,,,,,,,,,,,無,無,大分県,大分市
,,9008340,売買居住用,徳島県,名西郡石井町,,,,3800000,1977/7/1,119.13,,木造,7,399.02,公簿,宅地,市街化調整区域,,,無,無,,,公営,,浄化槽,室内,専用,,専用,,,,空き有,,1300,3600,,3100,,3600,,,,,有,無,徳島県,名西郡石井町
,,9008358,売買居住用,秋田県,秋田市,JR奥羽本線,秋田,4000m,29800000,2016/8/1,105.16,,木造,4,217.08,公簿,宅地,市街化区域,第一種住居地域,所有権,無,無,,新築後５年の４ＬＤＫ２階建住宅。カーポートと物置付きです。,公営,都市ガス,下水,室内,専用,,専用,,,,,,900,2000,,,,3000,,,200,60,無,無,秋田県,秋田市
,,9008359,売買居住用,秋田県,秋田市,JR羽越本線,新屋,5300m,9000000,1991/1/1,150.14,,木造,,548.09,公簿,宅地,市街化調整区域,,所有権,無,無,,秋田市近郊の豊岩で６Ｋの平屋建て和風住宅です,公営,プロパン,下水,,専用,,専用,,ガス,,,,600,600,,5500,,10500,,,200,70,無,無,秋田県,秋田市
,,9008360,売買居住用,秋田県,秋田市,JR奥羽本線,土崎,1800m,6500000,1975/1/1,120.37,,木造,5,659.89,公簿,宅地,市街化区域,第一種住居地域,所有権,無,無,,約２００坪の敷地で、５ＤＫの平屋建て住宅です。,公営,都市ガス,下水,室内,専用,,専用,,ガス,,,,1800,1400,,1000,,3600,,,200,60,無,無,秋田県,秋田市
,,9008377,売買居住用,三重県,伊勢市,,,,2000000,1967/7/1,103.99,,木造,,135.63,,,,,,無,無,,,,,,,,,,,,,,,,,,,,,,,,,無,無,三重県,伊勢市
08/21/25,9000000,9008382,売買居住用,福岡県,遠賀郡遠賀町,JR鹿児島本線,遠賀川,2分,12000000,1928/2/1,126.27,,指定なし,6,981.02,公簿,,非線引区域,,所有権,無,無,,日当たり良く、広々としたお庭付き。,公営,プロパン,下水,,,,,,,有り,空き有,,1575,1666,,,,259,,1144,200,60,無,無,福岡県,遠賀郡遠賀町
,,9008386,売買居住用,大分県,大分市,JR日豊本線,西大分,23分,12000000,1973/7/1,129.67,,木造,6,259.85,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,1,,公営,プロパン,浄化槽,,,,,,,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9008387,売買居住用,大分県,大分市,JR日豊本線,高城,50分,23800000,1995/9/1,126.34,,木造,4,246,公簿,宅地,市街化区域,第一種中高層住居専用地域,所有権,無,無,1,,,,,,,,,,,,,,,,,,,,,,200,60,無,無,大分県,大分市
,,9008413,売買居住用,新潟県,上越市,JR信越本線,黒井,8200m,1500000,1965/1/1,152.39,,木造,7,1540.49,,,,,,無,無,,,公営,プロパン,下水,,,,,,,,,,,,,,,,,,200,70,無,無,新潟県,上越市
,,9008422,売買居住用,大分県,大分市,JR日豊本線,鶴崎,4分,32800000,2017/9/1,105.99,,木造,4,229,公簿,宅地,市街化区域,第一種低層住居専用地域,所有権,無,無,,,公営,,浄化槽,,,,,,IH,,,,,,,,,,,,100,50,無,無,大分県,大分市
,,9008450,売買居住用,大分県,大分市,JR豊肥本線,大分大学前,29分,19800000,2008/10/1,105.25,,木造,4,192.32,公簿,宅地,市街化区域,第一種低層住居専用地域,,無,無,1,,公営,,下水,室内,専用,,専用,,IH,,,,,,,,,,,,100,50,無,無,大分県,大分市
